from_country,AE,AR,AT,AU,BD,BE,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EE,ES,FI,FR,GB,GH,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KR,LA,LK,LV,MM,MX,MY,NL,NO,NP,NZ,PH,PK,PL,PR,PS,PT,RE,RO,RS,RU,SE,SG,SI,SK,TH,TR,TW,US,UY,ZA,ZM
AE,0.00068,0.0004,0.00474,0.11066,0.00656,0.08658,0.01738,0.04658,0.0154,0.0076,0.1998,0.00584,0.049,0.11738,0.00166,0.002,0.05,0.02648,0.10184,0.14606,0.00418,0.02694,0.00884,0.00376,0.00104,0.0155,0.00186,0.00354,0.05106,0.00572,0.07062,1.969,0.01256,0.04172,0.00414,0.00148,0.00182,0.00032,0.01956,0.01034,0.02362,0.00544,0.00068,0.0172,0.02046,0.00088,0.01062,0.00194,0.01044,0.00144,0.0052,0.00388,0.0049,0.00416,0.0273,0.03278,0.00338,0.00136,0.07994,0.01046,0.15394,0.30348,0.00172,0.02342,0.00072
AR,0.0004,0.00012,0.00246,0.0556,0.00342,0.04304,0.00724,0.0241,0.00692,0.00294,0.10278,0.003,0.0253,0.05876,0.0006,0.00104,0.02478,0.01236,0.04872,0.07538,0.002,0.0127,0.00408,0.00212,0.00024,0.0076,0.00056,0.00226,0.02558,0.00284,0.03662,0.98382,0.00648,0.01998,0.00216,0.0008,0.00088,0.0002,0.00942,0.00562,0.01192,0.00278,0.00044,0.00848,0.0099,0.00048,0.00548,0.00086,0.00566,0.00034,0.00292,0.00174,0.0024,0.00212,0.01342,0.01754,0.00168,0.00054,0.03966,0.00476,0.07672,0.1518,0.00104,0.01216,0.00024
AT,0.00474,0.00246,0.01672,0.49552,0.02728,0.40134,0.07344,0.20698,0.06798,0.03074,0.9323,0.02598,0.22636,0.53174,0.0077,0.00818,0.22956,0.11952,0.4503,0.65636,0.01844,0.11518,0.04078,0.01774,0.00406,0.06794,0.00712,0.0162,0.23402,0.02514,0.32282,8.80552,0.05488,0.1807,0.01652,0.0069,0.00788,0.0011,0.0869,0.04596,0.11106,0.026,0.00334,0.07694,0.08362,0.00322,0.05098,0.00944,0.04696,0.00546,0.02668,0.01776,0.02094,0.02068,0.12834,0.15234,0.01652,0.0076,0.36326,0.04318,0.69326,1.38174,0.0089,0.10704,0.00374
AU,0.11066,0.0556,0.49552,11.13172,0.62752,9.15448,1.69106,4.81326,1.5568,0.71278,21.7127,0.60382,5.27682,12.3723,0.16554,0.18756,5.2833,2.7627,10.40994,15.32924,0.40802,2.70458,0.93386,0.40512,0.08002,1.5893,0.16336,0.38332,5.31852,0.60768,7.50878,203.46276,1.32174,4.37718,0.4121,0.16604,0.19064,0.02664,1.99786,1.09576,2.56302,0.59936,0.08282,1.8209,1.9739,0.08234,1.16634,0.21762,1.12802,0.13602,0.63078,0.40914,0.49372,0.46316,2.96524,3.6303,0.38482,0.16186,8.37342,1.01778,16.14464,32.16146,0.1907,2.51174,0.0843
BD,0.00656,0.00342,0.02728,0.62752,0.01728,0.50306,0.09234,0.26554,0.08772,0.03912,1.2015,0.03398,0.29454,0.6792,0.00914,0.01036,0.29066,0.1505,0.58062,0.84204,0.023,0.14788,0.05162,0.0234,0.00462,0.0901,0.0093,0.02038,0.29342,0.0346,0.4155,11.2012,0.07224,0.24196,0.02302,0.00952,0.01082,0.00144,0.111,0.0618,0.14258,0.03354,0.00452,0.1007,0.10808,0.00406,0.06508,0.01208,0.06066,0.0075,0.03456,0.02188,0.02762,0.02628,0.16456,0.20246,0.02106,0.00972,0.46294,0.05626,0.8985,1.77104,0.0105,0.14034,0.00428
BE,0.08658,0.04304,0.40134,9.15448,0.50306,6.45936,1.36732,3.76724,1.25608,0.57114,17.3882,0.48524,4.22532,9.8204,0.13076,0.15602,4.05676,2.15974,8.27518,12.17326,0.3305,2.1798,0.7436,0.32928,0.0637,1.27336,0.13458,0.30582,4.22308,0.47992,5.94668,157.78508,1.05956,3.52446,0.33054,0.131,0.15534,0.0217,1.59798,0.8897,2.00098,0.48418,0.06514,1.45384,1.58242,0.06606,0.95148,0.17646,0.86614,0.11068,0.50018,0.32728,0.39686,0.37678,2.37512,2.889,0.30638,0.13316,6.58202,0.8136,12.86976,25.46182,0.15236,2.009,0.0631
BR,0.01738,0.00724,0.07344,1.69106,0.09234,1.36732,0.22632,0.71008,0.22876,0.1044,3.21812,0.08966,0.78108,1.82376,0.02382,0.02782,0.79612,0.41326,1.54376,2.267,0.06056,0.40142,0.1372,0.06048,0.01166,0.2357,0.02492,0.05704,0.79022,0.08866,1.10356,30.32446,0.19676,0.64288,0.06232,0.02412,0.02954,0.00378,0.2985,0.1651,0.38194,0.08862,0.0122,0.2726,0.29138,0.0119,0.17284,0.03332,0.16746,0.0213,0.09126,0.05944,0.07346,0.06768,0.43952,0.53452,0.05714,0.025,1.24618,0.15098,2.39054,4.77812,0.0283,0.37104,0.01164
CA,0.04658,0.0241,0.20698,4.81326,0.26554,3.76724,0.71008,1.69092,0.65798,0.30518,9.11406,0.25248,2.22874,5.1642,0.06962,0.08172,2.1561,1.14398,4.38526,6.43698,0.17424,1.14154,0.39974,0.17458,0.0355,0.6704,0.07132,0.1602,2.21576,0.25422,3.13438,83.77478,0.5527,1.8425,0.17586,0.06924,0.0805,0.0109,0.84552,0.46396,1.05308,0.25544,0.03574,0.76532,0.83606,0.03286,0.49846,0.09344,0.4674,0.058,0.2649,0.17478,0.20704,0.19442,1.2534,1.52396,0.16078,0.0675,3.47976,0.42528,6.77186,13.43816,0.08338,1.0559,0.03424
CH,0.0154,0.00692,0.06798,1.5568,0.08772,1.25608,0.22876,0.65798,0.1828,0.09574,2.95798,0.08186,0.7151,1.68608,0.02312,0.02494,0.72608,0.3735,1.42368,2.10344,0.05754,0.37316,0.12852,0.05466,0.01182,0.21634,0.02282,0.05214,0.72322,0.0833,1.0196,27.84474,0.17812,0.59494,0.0553,0.0217,0.02596,0.00382,0.27886,0.15166,0.35154,0.08132,0.0113,0.24888,0.26966,0.01132,0.15894,0.02922,0.15532,0.01904,0.0863,0.05562,0.06694,0.06262,0.39972,0.49282,0.05164,0.02372,1.14782,0.13666,2.1928,4.39788,0.02678,0.34096,0.011
CL,0.0076,0.00294,0.03074,0.71278,0.03912,0.57114,0.1044,0.30518,0.09574,0.03288,1.35982,0.0373,0.32666,0.7706,0.0096,0.01228,0.32972,0.17288,0.654,0.94932,0.0259,0.16912,0.05716,0.02656,0.00544,0.09646,0.01096,0.02378,0.32852,0.03798,0.46664,12.70578,0.08234,0.27056,0.0272,0.00968,0.01196,0.00154,0.1246,0.06912,0.16086,0.0368,0.00498,0.11368,0.11968,0.005,0.07372,0.013,0.06854,0.0084,0.03804,0.02506,0.03092,0.02836,0.1825,0.22502,0.02356,0.00966,0.5274,0.06414,0.99388,2.0011,0.01182,0.15312,0.00476
CN,0.1998,0.10278,0.9323,21.7127,1.2015,17.3882,3.21812,9.11406,2.95798,1.35982,40.63988,1.13696,9.99796,23.4336,0.30914,0.3593,10.05356,5.24934,19.75764,29.10178,0.7746,5.14234,1.77272,0.78564,0.15388,3.01464,0.30888,0.72744,10.09588,1.15678,14.25158,385.75616,2.49976,8.30004,0.78874,0.30912,0.3572,0.0497,3.82316,2.08722,4.86336,1.1372,0.15516,3.4712,3.74388,0.15548,2.22408,0.41552,2.14404,0.25642,1.19346,0.77238,0.94352,0.88616,5.62048,6.872,0.73158,0.31092,15.8839,1.92834,30.57184,61.03344,0.36434,4.78464,0.15476
CO,0.00584,0.003,0.02598,0.60382,0.03398,0.48524,0.08966,0.25248,0.08186,0.0373,1.13696,0.01736,0.27362,0.65596,0.00868,0.01042,0.27986,0.14812,0.54774,0.8116,0.02188,0.14286,0.04898,0.0216,0.00378,0.08444,0.00856,0.02032,0.27924,0.03156,0.39456,10.73,0.06946,0.23094,0.02226,0.00902,0.009,0.0014,0.10682,0.05802,0.13548,0.03244,0.00466,0.09562,0.10634,0.00408,0.06302,0.01248,0.05786,0.00708,0.03236,0.02186,0.0256,0.02528,0.15798,0.19418,0.01962,0.0093,0.44168,0.05366,0.85004,1.6972,0.01062,0.13298,0.0044
CZ,0.049,0.0253,0.22636,5.27682,0.29454,4.22532,0.78108,2.22874,0.7151,0.32666,9.99796,0.27362,2.2908,5.69536,0.07738,0.08838,2.44138,1.28024,4.79552,7.0668,0.1866,1.26342,0.42838,0.18824,0.0366,0.72202,0.07388,0.1745,2.44474,0.28072,3.4317,93.6467,0.60356,2.00706,0.19136,0.07482,0.0869,0.01206,0.92488,0.50156,1.17996,0.27484,0.03766,0.8458,0.91046,0.03632,0.54738,0.09994,0.51528,0.06078,0.29182,0.19028,0.22616,0.2119,1.34692,1.66674,0.17384,0.07524,3.8592,0.4699,7.42794,14.83164,0.08556,1.16088,0.0375
DE,0.11738,0.05876,0.53174,12.3723,0.6792,9.8204,1.82376,5.1642,1.68608,0.7706,23.4336,0.65596,5.69536,12.88956,0.17712,0.204,5.65582,2.96704,11.24622,16.53412,0.44608,2.9349,1.00972,0.4407,0.08904,1.71948,0.17822,0.41622,5.71826,0.65968,8.04742,217.96446,1.4173,4.70956,0.44204,0.17722,0.20526,0.02926,2.1695,1.17596,2.7623,0.65608,0.0881,1.9734,2.13816,0.08952,1.26568,0.23294,1.2122,0.14704,0.68036,0.44762,0.5289,0.50704,3.19228,3.91444,0.41562,0.17744,9.03208,1.09652,17.39342,34.5951,0.20882,2.72222,0.08922
DK,0.00166,0.0006,0.0077,0.16554,0.00914,0.13076,0.02382,0.06962,0.02312,0.0096,0.30914,0.00868,0.07738,0.17712,0.0014,0.00276,0.07794,0.03874,0.1502,0.2185,0.0057,0.0399,0.01304,0.006,0.00132,0.02298,0.0023,0.00548,0.07732,0.00854,0.10804,2.93186,0.01974,0.06188,0.00526,0.00222,0.0026,0.00038,0.02938,0.01622,0.03596,0.00926,0.00138,0.02686,0.02762,0.00098,0.0172,0.00306,0.01676,0.00184,0.00808,0.00518,0.00696,0.00672,0.04158,0.0528,0.0055,0.00248,0.1196,0.01462,0.2291,0.4631,0.00256,0.03592,0.0013
EE,0.002,0.00104,0.00818,0.18756,0.01036,0.15602,0.02782,0.08172,0.02494,0.01228,0.3593,0.01042,0.08838,0.204,0.00276,0.00208,0.09002,0.04614,0.17418,0.2594,0.00672,0.04528,0.01548,0.0072,0.00134,0.0255,0.00276,0.00688,0.09016,0.01016,0.1274,3.42904,0.02062,0.07178,0.0069,0.0024,0.00288,0.00048,0.03412,0.0185,0.04274,0.0098,0.00138,0.03176,0.0331,0.00152,0.02076,0.00358,0.01946,0.00208,0.0105,0.00668,0.00772,0.00718,0.04868,0.06118,0.00604,0.00298,0.13912,0.0168,0.27168,0.53632,0.00334,0.0399,0.0015
ES,0.05,0.02478,0.22956,5.2833,0.29066,4.05676,0.79612,2.1561,0.72608,0.32972,10.05356,0.27986,2.44138,5.65582,0.07794,0.09002,1.89808,1.24176,4.77206,7.03182,0.1899,1.26302,0.42916,0.1901,0.03906,0.74222,0.07822,0.18142,2.43566,0.27408,3.4095,90.39486,0.61164,2.05816,0.1867,0.0753,0.09038,0.0135,0.92612,0.50352,1.14656,0.28054,0.0396,0.82976,0.90862,0.03822,0.54752,0.10562,0.49376,0.06324,0.2867,0.19246,0.22772,0.21708,1.3736,1.68142,0.17602,0.07598,3.78592,0.47116,7.47146,14.71158,0.08882,1.17038,0.03836
FI,0.02648,0.01236,0.11952,2.7627,0.1505,2.15974,0.41326,1.14398,0.3735,0.17288,5.24934,0.14812,1.28024,2.96704,0.03874,0.04614,1.24176,0.45708,2.5042,3.68312,0.09948,0.65608,0.23046,0.09922,0.02036,0.39092,0.0407,0.0928,1.2884,0.14696,1.79368,47.788,0.31552,1.06056,0.0991,0.0397,0.04764,0.0068,0.48564,0.26612,0.61086,0.14606,0.01968,0.43452,0.47704,0.02024,0.28496,0.05324,0.2642,0.03288,0.15622,0.09898,0.11972,0.1129,0.71898,0.8779,0.09384,0.0397,1.99836,0.24244,3.88716,7.71538,0.04546,0.61022,0.02022
FR,0.10184,0.04872,0.4503,10.40994,0.58062,8.27518,1.54376,4.38526,1.42368,0.654,19.75764,0.54774,4.79552,11.24622,0.1502,0.17418,4.77206,2.5042,9.08816,13.94264,0.37976,2.48346,0.85306,0.37668,0.07308,1.44576,0.14848,0.3526,4.85182,0.54748,6.80486,183.8837,1.19308,3.97546,0.37056,0.1516,0.17478,0.02504,1.82276,0.99762,2.31468,0.54616,0.07216,1.6606,1.79958,0.07338,1.0749,0.19792,1.01344,0.12418,0.57544,0.37604,0.44786,0.42288,2.71382,3.30118,0.34784,0.15152,7.61948,0.92366,14.71526,29.22488,0.1754,2.29234,0.0719
GB,0.14606,0.07538,0.65636,15.32924,0.84204,12.17326,2.267,6.43698,2.10344,0.94932,29.10178,0.8116,7.0668,16.53412,0.2185,0.2594,7.03182,3.68312,13.94264,19.9464,0.55358,3.63048,1.26048,0.5474,0.10996,2.1248,0.22068,0.51696,7.12404,0.81874,10.02806,270.4092,1.75556,5.8595,0.55416,0.21966,0.2603,0.03582,2.69488,1.47626,3.42084,0.79914,0.11118,2.4391,2.65008,0.10804,1.56862,0.29676,1.49154,0.18056,0.84596,0.55056,0.6638,0.62462,3.98078,4.86182,0.51352,0.22442,11.18746,1.37046,21.6175,42.97624,0.2596,3.37276,0.10886
GH,0.00418,0.002,0.01844,0.40802,0.023,0.3305,0.06056,0.17424,0.05754,0.0259,0.7746,0.02188,0.1866,0.44608,0.0057,0.00672,0.1899,0.09948,0.37976,0.55358,0.0,0.0954,0.03386,0.0151,0.00256,0.05694,0.00626,0.01346,0.19358,0.02252,0.27268,7.30878,0.04676,0.15534,0.01466,0.00618,0.00666,0.00112,0.07582,0.03944,0.09404,0.02216,0.0027,0.0666,0.07156,0.00272,0.04396,0.0079,0.04104,0.00464,0.02246,0.0144,0.0175,0.01728,0.10762,0.13184,0.0145,0.00506,0.30268,0.03752,0.5775,1.15826,0.007,0.09006,0.0032
GR,0.02694,0.0127,0.11518,2.70458,0.14788,2.1798,0.40142,1.14154,0.37316,0.16912,5.14234,0.14286,1.26342,2.9349,0.0399,0.04528,1.26302,0.65608,2.48346,3.63048,0.0954,0.59196,0.22032,0.09546,0.0198,0.37778,0.03858,0.08896,1.26562,0.14636,1.7794,48.32116,0.31208,1.0324,0.09834,0.03848,0.04476,0.00706,0.47358,0.2626,0.60876,0.14224,0.01944,0.43584,0.47112,0.01916,0.27876,0.05018,0.2663,0.03176,0.1498,0.09332,0.11904,0.11146,0.70012,0.85232,0.0887,0.03896,1.9783,0.24088,3.82048,7.64096,0.04484,0.59368,0.01942
HK,0.00884,0.00408,0.04078,0.93386,0.05162,0.7436,0.1372,0.39974,0.12852,0.05716,1.77272,0.04898,0.42838,1.00972,0.01304,0.01548,0.42916,0.23046,0.85306,1.26048,0.03386,0.22032,0.05688,0.03294,0.00616,0.12992,0.01344,0.0298,0.43214,0.04954,0.60864,16.5685,0.10746,0.35688,0.03438,0.01312,0.01578,0.00216,0.16464,0.08994,0.20996,0.04876,0.00664,0.15158,0.16166,0.0061,0.09382,0.01808,0.09212,0.01108,0.05036,0.03236,0.03988,0.03776,0.24376,0.29516,0.02958,0.01438,0.68376,0.08158,1.31512,2.61554,0.01624,0.20458,0.00676
HR,0.00376,0.00212,0.01774,0.40512,0.0234,0.32928,0.06048,0.17458,0.05466,0.02656,0.78564,0.0216,0.18824,0.4407,0.006,0.0072,0.1901,0.09922,0.37668,0.5474,0.0151,0.09546,0.03294,0.01148,0.0027,0.05774,0.0057,0.0142,0.1882,0.02302,0.27114,7.3407,0.0475,0.15702,0.01484,0.00644,0.00672,0.00096,0.0714,0.0406,0.09012,0.02114,0.00286,0.06472,0.0703,0.00308,0.04216,0.00734,0.04118,0.00518,0.0209,0.01518,0.01656,0.01676,0.10472,0.1283,0.01324,0.00586,0.30588,0.03684,0.57018,1.15396,0.00682,0.08916,0.00322
HU,0.00104,0.00024,0.00406,0.08002,0.00462,0.0637,0.01166,0.0355,0.01182,0.00544,0.15388,0.00378,0.0366,0.08904,0.00132,0.00134,0.03906,0.02036,0.07308,0.10996,0.00256,0.0198,0.00616,0.0027,0.00036,0.01106,0.00112,0.0032,0.03668,0.00416,0.05312,1.4807,0.00966,0.03172,0.003,0.00134,0.00108,0.00022,0.01418,0.00776,0.01792,0.0048,0.00048,0.01302,0.0138,0.00076,0.0085,0.00154,0.0079,0.00112,0.00494,0.0028,0.00314,0.00294,0.02126,0.02564,0.0029,0.0016,0.06014,0.00758,0.11462,0.22592,0.00132,0.01766,0.0006
ID,0.0155,0.0076,0.06794,1.5893,0.0901,1.27336,0.2357,0.6704,0.21634,0.09646,3.01464,0.08444,0.72202,1.71948,0.02298,0.0255,0.74222,0.39092,1.44576,2.1248,0.05694,0.37778,0.12992,0.05774,0.01106,0.1828,0.02302,0.05246,0.74658,0.08522,1.04034,28.29544,0.18244,0.6102,0.05536,0.02062,0.02556,0.00388,0.2754,0.1536,0.35922,0.08358,0.01172,0.25474,0.2715,0.01088,0.1642,0.02986,0.15538,0.01888,0.0917,0.0569,0.06962,0.0635,0.4124,0.50196,0.05114,0.02274,1.17458,0.14222,2.23834,4.48494,0.02606,0.35,0.01212
IE,0.00186,0.00056,0.00712,0.16336,0.0093,0.13458,0.02492,0.07132,0.02282,0.01096,0.30888,0.00856,0.07388,0.17822,0.0023,0.00276,0.07822,0.0407,0.14848,0.22068,0.00626,0.03858,0.01344,0.0057,0.00112,0.02302,0.0,0.00492,0.07736,0.0087,0.10856,2.92508,0.01818,0.06086,0.00588,0.00244,0.00262,0.00028,0.03008,0.01612,0.0386,0.00846,0.00096,0.02592,0.02714,0.00116,0.01664,0.00346,0.01716,0.00178,0.00874,0.0057,0.00696,0.0073,0.04272,0.05278,0.00558,0.00254,0.11814,0.01488,0.2301,0.46552,0.00234,0.03564,0.0011
IL,0.00354,0.00226,0.0162,0.38332,0.02038,0.30582,0.05704,0.1602,0.05214,0.02378,0.72744,0.02032,0.1745,0.41622,0.00548,0.00688,0.18142,0.0928,0.3526,0.51696,0.01346,0.08896,0.0298,0.0142,0.0032,0.05246,0.00492,0.0106,0.17464,0.02064,0.25034,6.84208,0.04254,0.1499,0.0139,0.00562,0.00666,0.00106,0.06772,0.03666,0.08512,0.01928,0.00278,0.06132,0.06716,0.00274,0.0385,0.00778,0.03854,0.00466,0.0219,0.01316,0.01698,0.01438,0.10138,0.12004,0.0127,0.00532,0.28152,0.03296,0.53408,1.07578,0.00696,0.0834,0.0029
IN,0.05106,0.02558,0.23402,5.31852,0.29342,4.22308,0.79022,2.21576,0.72322,0.32852,10.09588,0.27924,2.44474,5.71826,0.07732,0.09016,2.43566,1.2884,4.85182,7.12404,0.19358,1.26562,0.43214,0.1882,0.03668,0.74658,0.07736,0.17464,2.27172,0.28292,3.47264,93.88566,0.60658,2.03762,0.19394,0.07622,0.08874,0.012,0.9346,0.515,1.19664,0.27804,0.03978,0.84708,0.92842,0.0381,0.54698,0.10086,0.5248,0.06302,0.29442,0.19038,0.2287,0.21388,1.37034,1.68836,0.17788,0.07806,3.89232,0.47502,7.50524,14.9279,0.0876,1.16846,0.03636
IR,0.00572,0.00284,0.02514,0.60768,0.0346,0.47992,0.08866,0.25422,0.0833,0.03798,1.15678,0.03156,0.28072,0.65968,0.00854,0.01016,0.27408,0.14696,0.54748,0.81874,0.02252,0.14636,0.04954,0.02302,0.00416,0.08522,0.0087,0.02064,0.28292,0.00296,0.3967,10.67762,0.06984,0.2323,0.02064,0.00886,0.01056,0.00116,0.10596,0.05838,0.13632,0.03274,0.00464,0.09676,0.10386,0.00444,0.06152,0.01182,0.05978,0.00746,0.0347,0.02142,0.02756,0.02446,0.15728,0.19358,0.0209,0.0086,0.44296,0.05446,0.85692,1.7043,0.01044,0.136,0.00426
IT,0.07062,0.03662,0.32282,7.50878,0.4155,5.94668,1.10356,3.13438,1.0196,0.46664,14.25158,0.39456,3.4317,8.04742,0.10804,0.1274,3.4095,1.79368,6.80486,10.02806,0.27268,1.7794,0.60864,0.27114,0.05312,1.04034,0.10856,0.25034,3.47264,0.3967,4.5506,131.606,0.86858,2.86008,0.27052,0.10896,0.12388,0.01786,1.31894,0.71484,1.66836,0.39712,0.05352,1.18322,1.29944,0.0533,0.77192,0.14494,0.72744,0.08966,0.41314,0.26984,0.32488,0.30852,1.94072,2.37446,0.25122,0.10732,5.45228,0.6666,10.54854,21.00764,0.12884,1.64854,0.05272
JP,1.969,0.98382,8.80552,203.46276,11.2012,157.78508,30.32446,83.77478,27.84474,12.70578,385.75616,10.73,93.6467,217.96446,2.93186,3.42904,90.39486,47.788,183.8837,270.4092,7.30878,48.32116,16.5685,7.3407,1.4807,28.29544,2.92508,6.84208,93.88566,10.67762,131.606,3494.81272,23.44798,78.28888,7.31078,2.93748,3.43704,0.49388,35.51626,19.48664,44.47668,10.74784,1.4696,32.03132,35.11222,1.474,21.05812,3.90838,19.20504,2.44918,11.2143,7.34,8.77668,8.30836,52.72794,64.33508,6.84306,2.9282,146.39946,18.0219,286.1889,566.37744,3.41164,44.94644,1.47372
